title,company,location,link 
데이터 분석_Junior Analyst_2차,Success Korea,서울 광화문역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a0d8e60206533b1d
금융 AI 기술 연구 개발자 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e7346aa4ba6c1633
"서비스기획·운영, 웹서비스기획 경력 정규직",에임즈인터내셔널코리아,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=af1196ee9395d983
[NHN AD] 영업기획/운영 신입,엔에이치엔애드,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=46ce581a8cdbe03b
IT운영 경력사원 [ERP운영],SK케미칼,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d478e2b05752a9a8
2020년 하반기 상품기획사 정규직 (MD/마케터),엔피프틴,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a36bfc4bed837d36
국내 유명 소비재 기업 - IMC 마케팅 경력자(과장-차장),라피플코리아리미티드,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=170bf1169f037237
파트너 서비스 품질 기획자 영입,카카오모빌리티,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cdaa92ab70fd84a7
사내방송 제작 PD,디에스파트너즈그룹,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f7b21bdbf2874edb
"광고AE·기획, 온라인마케팅 외 정규직 [선임급]",애딕티브,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f4ae8a58f4ae27d
Frontend Developer (데이터 시각화),Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a1094c6e211cfe72
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
신용 리스크 관리,네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a6935da51613700c
LG시스템에어컨 전문점 설계인력 (cad),이젠아이,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=09334979b6dd6f75
내부감사(팀장급) 경력사원,락앤락,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a11accf08122b195
Biz.Marketing Specialist (CRM Communication),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=96795b92fe5ff354
데이터분석가(게임어뷰징 탐지),Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea3b136c0ff59524
유명 뷰티기업의 디지털마케팅팀장 (차부장급),수커리어컨설팅,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0cef9f61a92e177b
"디자인, 플랫폼 개발 및 마케버 분야 (8명)",매드엑스컴퍼니,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=282c67834c3bb205
[청년 디지털 일자리 사업]JSP웹엔지니어,쿨스쿨,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b4696a58692a6e7f
이해라이프스타일 세상 가장 발랄한 마케터,이해라이프스타일,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3dfd7c46de708341
자율협력주행 온라인 박람회,자율협력주행 산업발전 협의회,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1f9676614dc8b7e3
데이터 엔지니어,NHN ACE,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e803cc5c050eb359
시니어 번역가(영어 > 한국어),TransPerfect,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3915236753af8197
제2021-1회 지하실험 연구단 연구직,기초과학연구원,대전,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e35e57d1f77476e5
빅데이터 AI전문 프로그래머,지엘티코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=005d638af6ebafc4
[청년디지털일자리] 홈페이지 구축 및 농산물 생육 데이터 구축,지꺼정,제주 제주시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8d029e208fb03efa
글로벌성장전략실,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=288a945086d9fa51
(전액무료) 청년장애인 IT 인재육성 씨앗(SIAT) 교육 추가 / 교육부터 취업까지,중앙에이치티에이,성남 수정구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e36b5d6e4b5e5a88
Market Intelligence Specialist [대규모 채용],Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d049bf4f54a4a102
카카오 T 프로덕트 매니저 (고객 경험 관리 분야) 영입,카카오모빌리티,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dfb7d3b1ca6da2dc
[온라인 광고 마케팅 경력직] 온라인 광고 마케팅 경력,인디인터내셔날,경기도 하남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7ce7ef9ee9647933
미드코어 장르 게임 운영 담당자 [인턴],쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d555e53eb3355c41
자연어처러(NLP) 리서처/개발자,주식회사 바운티팜,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=32cd3d2361bac5df
Product Designer,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ba7453305a65451
[유안타증권] IT 신입/ 경력,유안타증권,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad9a9b836b09a908
데이터기반 서비스 제작 및 엔지니어링,아프리카TV,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb8f9fccedb6abec
이동통신 무선국 전파 및 전자파 전자파강도 측정 인력,웨이브피아,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8dd6f82e42d05e8
2021 박사,세메스,천안 서북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b3958c1cd797945c
국내 유명 소비재 기업 - 이커머스 총괄 실장급,라피플코리아리미티드,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de5b1d9ed4e96d2e
국내 온라인 신선식품 서비스 (디지털 프로덕트) 기획자,포커스에이치알,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=10e417878956fd61
기업 홍보 마케팅,Coinplug,경기도 성남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb58f9391ba65fe6
배달의민족 정산시스템 기획 경력직 (5년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=24e66bba12acb281
Data Scientist(CSS 모델링),Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3933762f9f06df56
KIWI BLACK 컨텐츠팀 팀장 채용공고,디알코퍼레이션,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d83f509641774491
AD Manager [인턴 / 3개월],쿡앱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=da620327c48c723c
RF TEST Engineer,글로벌 반도체 제조 대기업,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=49614c236d72add6
[서울형 강소기업 청년인턴제] 2020년 하반기 각 부문 신입 및 경력직 STAFF 공채_애플 공식 파트너사 인재,진승정보기술,서울 상암동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=800d7531da92712d
민트팟 소프트웨어 외주 개발 프로젝트매니저(PM) 인턴,민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f4d1967dd7d1c383
[NAVER Cloud] 구매 경력사원,Naver Business platform,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c732ea13f56281b0
캐주얼게임 UI 디자이너 영입,십일번가,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b14b5690d5f1575
데이터 인프라 담당자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6fe5311eacbea17a
화해(화장품 해석하다) 사업개발 팀원,버드뷰,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2c20ce6870be08e5
[IT&Design 국비지원] 하이테크과정(대졸자취업) 신입생,한국폴리텍대학 서울강서캠퍼스,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f6431ab888b2e308
디지털 마케터 중소벤처기업 new,중소벤처기업,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5b25bdcb12c6de52
한글 Q&A 시스템 연구 개발 신입/경력사원,포티투마루,서울 관악구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f88041c28b6c1ae
[공통기술부문] AI / ML 엔지니어 (3년 이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=beaf31828719882c
[스탁키퍼] 풀스텍 개발자 (Full Stack Developer),STOCKEEPER,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6c3708fb4a006a60
Failure Analysis Engineer (불량 분석 엔지니어),Success Korea,경기도 부천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=58712e1bd750182a
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
홍보마케팅팀 / 퍼포먼스마케터 (팀장급),와그트래블,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fe3a5e12723ebca2
대학일자리센터운영팀 계약직,아주대학교,수원 영통구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=40ec85fa845120d0
2019년 제5차 위촉직(기간제) 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e6abda1b04e6f4fb
"Sales Representative, Chromatography (Pharm/Biopharm)",Thermo Fisher Scientific,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3039812ab5c2312d
홍보마케팅팀 / 퍼포먼스마케터,와그트래블,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f16717d8c6db7a1
[현대엘엔에스] 경력직 공개,현대로보틱스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ac9992ad0c0183bf
IT컨설턴트 채용,한화그룹,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f79232e664d98e45
네이버 선물하기 서비스 기획 및 프로젝트 관리,LINE Plus corporation,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d81b1ea6e6aeec62
제-1회 초강력 레이저과학 연구단 연구기술직,광주과학기술원,광주 북구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=99b922310762f74b
머신러닝기반 데이터분석_신입[5차],Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6742021c5e4b1386
[EC사업팀]글로벌 앱서비스 기획 담당자,심플렉스,서울 동작구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0743730f6e71435b
"통계·SAS, 설문·리서치·모니터링 외 경력 정규직",로지포커스,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a756648a86dbe4c9
하나손해보험 경력직,하나손해보험,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0c07d097f996104e
Professional Service Representative (식품안전사업부 기술영업 및 학술지원 ),3M,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9b99acdc76525fbb
민트팟 SI영업팀 영업 보조,민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=72f238005a38f75a
연승어패럴 클라이드앤 영업기획팀 구인공고,연승어패럴,서울 삼성동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=777e47e7be28e707
[외국계 식품수입유통] 물류담당 (주임급),비에이블컨설팅그룹,경기도 하남,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6e59e72aeccaf719
글로벌 식품기업 CX&I (Customer Experience & Insight) Specialist,포커스에이치알,서울 서대문구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=709e599ede290347
2019년 제7차 위촉직(기간제) 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=545c581b8ee57f92
어세스타와 함께할 웹기획자 찾습니다.,어세스타,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ad0d4915b77a727f
Tech Data Engineer,드림어스컴퍼니,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7574a5d27091a847
"대기업계열사(미디어/엔터테인먼트)-광고 상품 기획, 개발, 운영 담당자",와이앤케이어소시에이트,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=86325c7ed4fab010
[유명 패션/화장품 기업] 마케팅 경력(4명),이노서치,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b6e1f6392fdf64e9
[리서치] 연구원 경력직 (사원~차장급),마이더스에이치알,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b2c957bc0506da6
기술 영업직 사원 (정규직),하나로시스템공조,강원도 원주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=090aaf93c2f11576
Data Center Logistics Specialist,Amzn Corporate Services Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=51474ce32bda2d18
[10대그룹사] 연구개발- SMT 라인운영 SW개발 부문,에이스파트너스서치펌,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e6207b390176b2c1
아디다스코리아 여주 아울렛 직영매장 경력직 직원 채용,,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1cf6e7b61502bfa9
"온라인홍보,SNS전문, 홍보, 경력 정규직",이스포츠월드,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7dafd9ccc6abfe8c
R&D제품개발연구원 및 기술영업 직원,서강이엔씨,경기도 파주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0abfef022cccf7f7
일진디스플레이 기획관리 부문 신입사원,일진디스플레이,경기도 평택,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b617261ef12347df
데이터분석,Success Korea,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b70badd3facbebe5
태양광발전 영업기획/영업관리 신입직원 (정규직),우림이앤엠,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=834d9cbabd0180cb
전략 마케터 (Marketing Professional),Siemens Healthineers Ltd.,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d16c939dfc17947
Payroll officer,H&M,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b7bf2b12d639c8e5
패션 면세영업,에이피알,서울 신천동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ea36db9cea285886
국내 유명 소비재 기업 - 디지털마케팅 팀장,라피플코리아리미티드,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f4e68f907235565d
품질관리 경력 정규직,에스엠아이,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=87847eba6de54c14
반도체장비 SW개발 경력인재 - 대그룹 우량계열사,에스에프인촌,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b3f036c8ecd50385
APP/웹 콘텐츠 기획자,아트앤에셋,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=50a46393f706d73c
메타 게임 기획자 / Meta Game Designer,Bagelcode,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d959db3bc456fa48
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
CFS Finance_Business Analyst (동탄물류센터 파이낸스 데이터 분석가),Coupang,경기도 화성,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=573cbaf5e9415032
Project Manager - Data Center,JLL,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ec914d7e399434bc
[Forest] 네이버 쇼핑 Aggregation 플랫폼 개발 인턴십 ( 연계형),네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5017868cbba80bda
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=07375dc4e800dfa9
CRM 매니저,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb3c366aa0861006
항만물류 데이터사이언스 센터 연구원계획,울산과학기술원,울산 언양읍,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=42a5d9da3fbaa131
2009 아주대학교 신입직원,아주대학교,수원 영통구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=32a74a55a9a0f155
Internal Product Designer,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fb56805fcd92196c
[TmaxBI/관리] 디지털 마케팅 담당 경력,티맥스소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=65c3e616367eb5d2
프로덕트 매니저,RIDI Corp,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2add36945adc599e
"Sr. Manager, Customer Insights (광고비즈니스 데이터 분석 인사이트)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f797a2d19667b1e6
밸로프 게임 개발 인력,밸로프,서울 금천구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dab44c2c220f6580
B마트 SCM 경력직 (5년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7aff2f38769f2d0b
[우아한청년들] B마트 사업운영 담당자 (7년 이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8e5a021b2265e48
[라프텔] 프로덕트 매니저,RIDI Corp,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3048647b8f53b0eb
Dream Internship,Dassault Systèmes,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fe7cfb5878f26aaa
클라우드 인프라 운영 담당자 모집,넷마블,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bcd2f0630e298aa3
네이버 선물하기 서비스 기획 및 프로젝트 관리,LINE,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=36ce2204ded924b8
중증장애인 경력경쟁 및 사전,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=324e55be73027828
사업기획팀 사업운영파트 담당자,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4fc6df113ee8e700
마케팅본부 인턴 (마감),알펜루트자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d89310364d13b8f0
윈도우 응용 프로그램 개발직,인터켐코리아,경기도 군포,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ec3a482fcaf78c05
경영 컨설턴트,BIG 4 컨설팅 회사,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=06d7d3e2fcdbfb84
[대기업 제조사] 생활가전 제품 서비스/컨텐츠 운영 경력,그레이프 파트너즈,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9098cf6300dc95d8
[TmaxTibero/관리] 디지털 마케팅 담당 경력,티맥스소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=820f14503fa85697
(주)블루원 마케팅 전문가,블루원,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05e0153c709eaaeb
[Abib/NAMING] 사업지원팀 물류담당자 정규직 공개,포컴퍼니,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=092b79a229ff4366
머신러닝기반 데이터분석[2차],Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=891673055e77db43
의료기기 QA(1~5년) 정규직,에이스파트너스서치펌,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e35dc319686c214f
유통 대기업(코스피상장사) / e커머스 마케팅기획 / 대리~차장급,제이떠블유커리어,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9391b521ed8c82a8
고객데이터 분석 (3년이상),Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0f26fc885d7f30ee
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=be6c1f03fa566f8e
DGIST 계약직원 채용 공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=16c1a8c6bba781ea
룰루랩 알고리즘 경력 개발자 (전문연구요원),룰루랩,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a16019f2df886967
스팸 및 어뷰징 분석/대응 시스템 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a25c504ff473f758
빌링사업기획,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d69edd6888438688
[NHN Bugs] 벅스 서비스기획 경력,엔에이치엔벅스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=65b9cb176addcd14
[여신] 기업대출 상품 기획 및 운영 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a2caf2b587610157
Enterprise Application 개발자(사내 정보시스템 개발자) 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9117fbf80ce00a00
L4/L7 (로드밸런서) 네트워크 엔지니어 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a20282888e885574
[TmaxTibero/영업] 엔터사업부 기술영업 경력,티맥스소프트,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=695117f71a337e46
국책사업 수행을 위한 계약직원 상시 공개채용 공고,계명대학교 동산의료원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=029f38da7d9fd0c1
